edge_id,from_node_id,to_node_id,road_name,road_type,direction,distance_m,distance_derivation,free_flow_speed_kph,free_flow_time_min,speed_derivation,congestion_level_1_5,flood_risk_0_1,flood_observation_status,source_id,source_segment_id,data_status
UTR_EDGE_14,UTR_NODE_366450125,UTR_NODE_5627450801,Nguyễn Văn Bá,tertiary,SOURCE_DIRECTED,13.000,SOURCE_LENGTH,30.000,0.026000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,14,DERIVED
UTR_EDGE_15,UTR_NODE_5627450801,UTR_NODE_366450125,Nguyễn Văn Bá,tertiary,SOURCE_DIRECTED,13.000,SOURCE_LENGTH,30.000,0.026000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,15,DERIVED
UTR_EDGE_16,UTR_NODE_5627450801,UTR_NODE_3376089936,Nguyễn Văn Bá,tertiary,SOURCE_DIRECTED,26.000,SOURCE_LENGTH,30.000,0.052000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,16,DERIVED
UTR_EDGE_17,UTR_NODE_3376089936,UTR_NODE_5627450801,Nguyễn Văn Bá,tertiary,SOURCE_DIRECTED,26.000,SOURCE_LENGTH,30.000,0.052000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,17,DERIVED
UTR_EDGE_18,UTR_NODE_3376089936,UTR_NODE_3376089932,Nguyễn Văn Bá,tertiary,SOURCE_DIRECTED,40.000,SOURCE_LENGTH,30.000,0.080000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,18,DERIVED
UTR_EDGE_19,UTR_NODE_3376089932,UTR_NODE_3376089936,Nguyễn Văn Bá,tertiary,SOURCE_DIRECTED,40.000,SOURCE_LENGTH,30.000,0.080000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,19,DERIVED
UTR_EDGE_20,UTR_NODE_3376089932,UTR_NODE_366439221,Nguyễn Văn Bá,tertiary,SOURCE_DIRECTED,106.000,SOURCE_LENGTH,30.000,0.212000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,20,DERIVED
UTR_EDGE_21,UTR_NODE_366439221,UTR_NODE_3376089932,Nguyễn Văn Bá,tertiary,SOURCE_DIRECTED,106.000,SOURCE_LENGTH,30.000,0.212000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,21,DERIVED
UTR_EDGE_22,UTR_NODE_366439221,UTR_NODE_366380944,Nguyễn Văn Bá,tertiary,SOURCE_DIRECTED,112.000,SOURCE_LENGTH,30.000,0.224000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,22,DERIVED
UTR_EDGE_23,UTR_NODE_366380944,UTR_NODE_366439221,Nguyễn Văn Bá,tertiary,SOURCE_DIRECTED,112.000,SOURCE_LENGTH,30.000,0.224000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,23,DERIVED
UTR_EDGE_24,UTR_NODE_366380944,UTR_NODE_366428456,Nguyễn Văn Bá,tertiary,SOURCE_DIRECTED,112.000,SOURCE_LENGTH,30.000,0.224000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,24,DERIVED
UTR_EDGE_25,UTR_NODE_366428456,UTR_NODE_366380944,Nguyễn Văn Bá,tertiary,SOURCE_DIRECTED,112.000,SOURCE_LENGTH,30.000,0.224000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,25,DERIVED
UTR_EDGE_26,UTR_NODE_366428456,UTR_NODE_366416066,Nguyễn Văn Bá,tertiary,SOURCE_DIRECTED,116.000,SOURCE_LENGTH,30.000,0.232000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,26,DERIVED
UTR_EDGE_27,UTR_NODE_366416066,UTR_NODE_366428456,Nguyễn Văn Bá,tertiary,SOURCE_DIRECTED,116.000,SOURCE_LENGTH,30.000,0.232000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,27,DERIVED
UTR_EDGE_28,UTR_NODE_366416066,UTR_NODE_366423483,Nguyễn Văn Bá,tertiary,SOURCE_DIRECTED,114.000,SOURCE_LENGTH,30.000,0.228000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,28,DERIVED
UTR_EDGE_29,UTR_NODE_366423483,UTR_NODE_366416066,Nguyễn Văn Bá,tertiary,SOURCE_DIRECTED,114.000,SOURCE_LENGTH,30.000,0.228000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,29,DERIVED
UTR_EDGE_30,UTR_NODE_366423483,UTR_NODE_366450784,Nguyễn Văn Bá,tertiary,SOURCE_DIRECTED,114.000,SOURCE_LENGTH,30.000,0.228000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,30,DERIVED
UTR_EDGE_31,UTR_NODE_366450784,UTR_NODE_366423483,Nguyễn Văn Bá,tertiary,SOURCE_DIRECTED,114.000,SOURCE_LENGTH,30.000,0.228000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,31,DERIVED
UTR_EDGE_33,UTR_NODE_366469460,UTR_NODE_3792257828,Đường số 5,secondary,SOURCE_DIRECTED,26.000,SOURCE_LENGTH,35.000,0.044571,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,33,DERIVED
UTR_EDGE_34,UTR_NODE_3792257828,UTR_NODE_366469460,Đường số 5,secondary,SOURCE_DIRECTED,26.000,SOURCE_LENGTH,35.000,0.044571,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,34,DERIVED
UTR_EDGE_35,UTR_NODE_3792257828,UTR_NODE_3792257831,Đường số 5,secondary,SOURCE_DIRECTED,89.000,SOURCE_LENGTH,35.000,0.152571,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,35,DERIVED
UTR_EDGE_36,UTR_NODE_3792257831,UTR_NODE_3792257828,Đường số 5,secondary,SOURCE_DIRECTED,89.000,SOURCE_LENGTH,35.000,0.152571,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,36,DERIVED
UTR_EDGE_37,UTR_NODE_3792257831,UTR_NODE_366463672,Đường số 5,secondary,SOURCE_DIRECTED,53.000,SOURCE_LENGTH,35.000,0.090857,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,37,DERIVED
UTR_EDGE_38,UTR_NODE_366463672,UTR_NODE_3792257831,Đường số 5,secondary,SOURCE_DIRECTED,53.000,SOURCE_LENGTH,35.000,0.090857,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,38,DERIVED
UTR_EDGE_39,UTR_NODE_366463672,UTR_NODE_3792257838,Đường số 5,secondary,SOURCE_DIRECTED,25.000,SOURCE_LENGTH,35.000,0.042857,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,39,DERIVED
UTR_EDGE_40,UTR_NODE_3792257838,UTR_NODE_366463672,Đường số 5,secondary,SOURCE_DIRECTED,25.000,SOURCE_LENGTH,35.000,0.042857,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,40,DERIVED
UTR_EDGE_41,UTR_NODE_3792257838,UTR_NODE_366384239,Đường số 5,secondary,SOURCE_DIRECTED,51.000,SOURCE_LENGTH,35.000,0.087429,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,41,DERIVED
UTR_EDGE_42,UTR_NODE_366384239,UTR_NODE_3792257838,Đường số 5,secondary,SOURCE_DIRECTED,51.000,SOURCE_LENGTH,35.000,0.087429,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,42,DERIVED
UTR_EDGE_43,UTR_NODE_366384239,UTR_NODE_5755039428,Đường số 5,secondary,SOURCE_DIRECTED,22.000,SOURCE_LENGTH,35.000,0.037714,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,43,DERIVED
UTR_EDGE_44,UTR_NODE_5755039428,UTR_NODE_366384239,Đường số 5,secondary,SOURCE_DIRECTED,22.000,SOURCE_LENGTH,35.000,0.037714,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,44,DERIVED
UTR_EDGE_45,UTR_NODE_5755039428,UTR_NODE_5755038392,Đường số 5,secondary,SOURCE_DIRECTED,31.000,SOURCE_LENGTH,35.000,0.053143,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,45,DERIVED
UTR_EDGE_46,UTR_NODE_5755038392,UTR_NODE_5755039428,Đường số 5,secondary,SOURCE_DIRECTED,31.000,SOURCE_LENGTH,35.000,0.053143,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,46,DERIVED
UTR_EDGE_47,UTR_NODE_5755038392,UTR_NODE_5753492074,Đường số 5,secondary,SOURCE_DIRECTED,68.000,SOURCE_LENGTH,35.000,0.116571,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,47,DERIVED
UTR_EDGE_48,UTR_NODE_5753492074,UTR_NODE_5755038392,Đường số 5,secondary,SOURCE_DIRECTED,68.000,SOURCE_LENGTH,35.000,0.116571,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,48,DERIVED
UTR_EDGE_49,UTR_NODE_5753492074,UTR_NODE_366458287,Đường số 5,secondary,SOURCE_DIRECTED,11.000,SOURCE_LENGTH,35.000,0.018857,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,49,DERIVED
UTR_EDGE_50,UTR_NODE_366458287,UTR_NODE_5753492074,Đường số 5,secondary,SOURCE_DIRECTED,11.000,SOURCE_LENGTH,35.000,0.018857,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,50,DERIVED
UTR_EDGE_1702,UTR_NODE_366442274,UTR_NODE_5757800720,Tam Bình,tertiary,SOURCE_DIRECTED,44.000,SOURCE_LENGTH,30.000,0.088000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1702,DERIVED
UTR_EDGE_1703,UTR_NODE_5757800720,UTR_NODE_366442274,Tam Bình,tertiary,SOURCE_DIRECTED,44.000,SOURCE_LENGTH,30.000,0.088000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1703,DERIVED
UTR_EDGE_1704,UTR_NODE_5757800720,UTR_NODE_5757504170,Tam Bình,tertiary,SOURCE_DIRECTED,12.000,SOURCE_LENGTH,30.000,0.024000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1704,DERIVED
UTR_EDGE_1705,UTR_NODE_5757504170,UTR_NODE_5757800720,Tam Bình,tertiary,SOURCE_DIRECTED,12.000,SOURCE_LENGTH,30.000,0.024000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1705,DERIVED
UTR_EDGE_1706,UTR_NODE_5757504170,UTR_NODE_5757727772,Tam Bình,tertiary,SOURCE_DIRECTED,22.000,SOURCE_LENGTH,30.000,0.044000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1706,DERIVED
UTR_EDGE_1707,UTR_NODE_5757727772,UTR_NODE_5757504170,Tam Bình,tertiary,SOURCE_DIRECTED,22.000,SOURCE_LENGTH,30.000,0.044000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1707,DERIVED
UTR_EDGE_1708,UTR_NODE_5757727772,UTR_NODE_5757504173,Tam Bình,tertiary,SOURCE_DIRECTED,21.000,SOURCE_LENGTH,30.000,0.042000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1708,DERIVED
UTR_EDGE_1709,UTR_NODE_5757504173,UTR_NODE_5757727772,Tam Bình,tertiary,SOURCE_DIRECTED,21.000,SOURCE_LENGTH,30.000,0.042000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1709,DERIVED
UTR_EDGE_1710,UTR_NODE_5757504173,UTR_NODE_366388641,Tam Bình,tertiary,SOURCE_DIRECTED,7.000,SOURCE_LENGTH,30.000,0.014000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1710,DERIVED
UTR_EDGE_1711,UTR_NODE_366388641,UTR_NODE_5757504173,Tam Bình,tertiary,SOURCE_DIRECTED,7.000,SOURCE_LENGTH,30.000,0.014000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1711,DERIVED
UTR_EDGE_1712,UTR_NODE_366388641,UTR_NODE_5757727775,Tam Bình,tertiary,SOURCE_DIRECTED,12.000,SOURCE_LENGTH,30.000,0.024000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1712,DERIVED
UTR_EDGE_1713,UTR_NODE_5757727775,UTR_NODE_366388641,Tam Bình,tertiary,SOURCE_DIRECTED,12.000,SOURCE_LENGTH,30.000,0.024000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1713,DERIVED
UTR_EDGE_1714,UTR_NODE_5757727775,UTR_NODE_5757727777,Tam Bình,tertiary,SOURCE_DIRECTED,19.000,SOURCE_LENGTH,30.000,0.038000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1714,DERIVED
UTR_EDGE_1715,UTR_NODE_5757727777,UTR_NODE_5757727775,Tam Bình,tertiary,SOURCE_DIRECTED,19.000,SOURCE_LENGTH,30.000,0.038000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1715,DERIVED
UTR_EDGE_1716,UTR_NODE_5757727777,UTR_NODE_5757800641,Tam Bình,tertiary,SOURCE_DIRECTED,34.000,SOURCE_LENGTH,30.000,0.068000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1716,DERIVED
UTR_EDGE_1717,UTR_NODE_5757800641,UTR_NODE_5757727777,Tam Bình,tertiary,SOURCE_DIRECTED,34.000,SOURCE_LENGTH,30.000,0.068000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1717,DERIVED
UTR_EDGE_1718,UTR_NODE_5757800641,UTR_NODE_5757721473,Tam Bình,tertiary,SOURCE_DIRECTED,34.000,SOURCE_LENGTH,30.000,0.068000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1718,DERIVED
UTR_EDGE_1719,UTR_NODE_5757721473,UTR_NODE_5757800641,Tam Bình,tertiary,SOURCE_DIRECTED,34.000,SOURCE_LENGTH,30.000,0.068000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1719,DERIVED
UTR_EDGE_1720,UTR_NODE_5757721473,UTR_NODE_366382396,Tam Bình,tertiary,SOURCE_DIRECTED,10.000,SOURCE_LENGTH,30.000,0.020000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1720,DERIVED
UTR_EDGE_1721,UTR_NODE_366382396,UTR_NODE_5757721473,Tam Bình,tertiary,SOURCE_DIRECTED,10.000,SOURCE_LENGTH,30.000,0.020000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1721,DERIVED
UTR_EDGE_1722,UTR_NODE_366382396,UTR_NODE_5757727784,Tam Bình,tertiary,SOURCE_DIRECTED,16.000,SOURCE_LENGTH,30.000,0.032000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1722,DERIVED
UTR_EDGE_1723,UTR_NODE_5757727784,UTR_NODE_366382396,Tam Bình,tertiary,SOURCE_DIRECTED,16.000,SOURCE_LENGTH,30.000,0.032000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1723,DERIVED
UTR_EDGE_1724,UTR_NODE_5757727784,UTR_NODE_5757721465,Tam Bình,tertiary,SOURCE_DIRECTED,13.000,SOURCE_LENGTH,30.000,0.026000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1724,DERIVED
UTR_EDGE_1725,UTR_NODE_5757721465,UTR_NODE_5757727784,Tam Bình,tertiary,SOURCE_DIRECTED,13.000,SOURCE_LENGTH,30.000,0.026000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1725,DERIVED
UTR_EDGE_1726,UTR_NODE_5757721465,UTR_NODE_366411675,Tam Bình,tertiary,SOURCE_DIRECTED,31.000,SOURCE_LENGTH,30.000,0.062000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1726,DERIVED
UTR_EDGE_1727,UTR_NODE_366411675,UTR_NODE_5757721465,Tam Bình,tertiary,SOURCE_DIRECTED,31.000,SOURCE_LENGTH,30.000,0.062000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1727,DERIVED
UTR_EDGE_1728,UTR_NODE_366411675,UTR_NODE_3216188882,Tam Bình,tertiary,SOURCE_DIRECTED,26.000,SOURCE_LENGTH,30.000,0.052000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1728,DERIVED
UTR_EDGE_1729,UTR_NODE_3216188882,UTR_NODE_366411675,Tam Bình,tertiary,SOURCE_DIRECTED,26.000,SOURCE_LENGTH,30.000,0.052000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1729,DERIVED
UTR_EDGE_1730,UTR_NODE_3216188882,UTR_NODE_3216188887,Tam Bình,tertiary,SOURCE_DIRECTED,29.000,SOURCE_LENGTH,30.000,0.058000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1730,DERIVED
UTR_EDGE_1731,UTR_NODE_3216188887,UTR_NODE_3216188882,Tam Bình,tertiary,SOURCE_DIRECTED,29.000,SOURCE_LENGTH,30.000,0.058000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1731,DERIVED
UTR_EDGE_1732,UTR_NODE_3216188887,UTR_NODE_3216188897,Tam Bình,tertiary,SOURCE_DIRECTED,35.000,SOURCE_LENGTH,30.000,0.070000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1732,DERIVED
UTR_EDGE_1733,UTR_NODE_3216188897,UTR_NODE_3216188887,Tam Bình,tertiary,SOURCE_DIRECTED,35.000,SOURCE_LENGTH,30.000,0.070000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1733,DERIVED
UTR_EDGE_1734,UTR_NODE_3216188897,UTR_NODE_366459049,Tam Bình,tertiary,SOURCE_DIRECTED,18.000,SOURCE_LENGTH,30.000,0.036000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1734,DERIVED
UTR_EDGE_1735,UTR_NODE_366459049,UTR_NODE_3216188897,Tam Bình,tertiary,SOURCE_DIRECTED,18.000,SOURCE_LENGTH,30.000,0.036000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1735,DERIVED
UTR_EDGE_1736,UTR_NODE_366459049,UTR_NODE_5757727786,Tam Bình,tertiary,SOURCE_DIRECTED,84.000,SOURCE_LENGTH,30.000,0.168000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1736,DERIVED
UTR_EDGE_1737,UTR_NODE_5757727786,UTR_NODE_366459049,Tam Bình,tertiary,SOURCE_DIRECTED,84.000,SOURCE_LENGTH,30.000,0.168000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1737,DERIVED
UTR_EDGE_1738,UTR_NODE_5757727786,UTR_NODE_366427385,Tam Bình,tertiary,SOURCE_DIRECTED,23.000,SOURCE_LENGTH,30.000,0.046000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1738,DERIVED
UTR_EDGE_1739,UTR_NODE_366427385,UTR_NODE_5757727786,Tam Bình,tertiary,SOURCE_DIRECTED,23.000,SOURCE_LENGTH,30.000,0.046000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1739,DERIVED
UTR_EDGE_1740,UTR_NODE_366427385,UTR_NODE_3108021386,Tam Bình,tertiary,SOURCE_DIRECTED,55.000,SOURCE_LENGTH,30.000,0.110000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1740,DERIVED
UTR_EDGE_1741,UTR_NODE_3108021386,UTR_NODE_366427385,Tam Bình,tertiary,SOURCE_DIRECTED,55.000,SOURCE_LENGTH,30.000,0.110000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1741,DERIVED
UTR_EDGE_1742,UTR_NODE_3108021386,UTR_NODE_366372665,Tam Bình,tertiary,SOURCE_DIRECTED,14.000,SOURCE_LENGTH,30.000,0.028000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1742,DERIVED
UTR_EDGE_1743,UTR_NODE_366372665,UTR_NODE_3108021386,Tam Bình,tertiary,SOURCE_DIRECTED,14.000,SOURCE_LENGTH,30.000,0.028000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1743,DERIVED
UTR_EDGE_1744,UTR_NODE_366372665,UTR_NODE_5757727788,Tam Bình,tertiary,SOURCE_DIRECTED,31.000,SOURCE_LENGTH,30.000,0.062000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1744,DERIVED
UTR_EDGE_1745,UTR_NODE_5757727788,UTR_NODE_366372665,Tam Bình,tertiary,SOURCE_DIRECTED,31.000,SOURCE_LENGTH,30.000,0.062000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1745,DERIVED
UTR_EDGE_1746,UTR_NODE_5757727788,UTR_NODE_5757721441,Tam Bình,tertiary,SOURCE_DIRECTED,26.000,SOURCE_LENGTH,30.000,0.052000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1746,DERIVED
UTR_EDGE_1747,UTR_NODE_5757721441,UTR_NODE_5757727788,Tam Bình,tertiary,SOURCE_DIRECTED,26.000,SOURCE_LENGTH,30.000,0.052000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1747,DERIVED
UTR_EDGE_1748,UTR_NODE_5757721441,UTR_NODE_366476484,Tam Bình,tertiary,SOURCE_DIRECTED,6.000,SOURCE_LENGTH,30.000,0.012000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1748,DERIVED
UTR_EDGE_1749,UTR_NODE_366476484,UTR_NODE_5757721441,Tam Bình,tertiary,SOURCE_DIRECTED,6.000,SOURCE_LENGTH,30.000,0.012000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1749,DERIVED
UTR_EDGE_1750,UTR_NODE_366476484,UTR_NODE_5757721493,Tam Bình,tertiary,SOURCE_DIRECTED,55.000,SOURCE_LENGTH,30.000,0.110000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1750,DERIVED
UTR_EDGE_1751,UTR_NODE_5757721493,UTR_NODE_366476484,Tam Bình,tertiary,SOURCE_DIRECTED,55.000,SOURCE_LENGTH,30.000,0.110000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1751,DERIVED
UTR_EDGE_1752,UTR_NODE_5757721493,UTR_NODE_5757800699,Tam Bình,tertiary,SOURCE_DIRECTED,6.000,SOURCE_LENGTH,30.000,0.012000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1752,DERIVED
UTR_EDGE_1753,UTR_NODE_5757800699,UTR_NODE_5757721493,Tam Bình,tertiary,SOURCE_DIRECTED,6.000,SOURCE_LENGTH,30.000,0.012000,STREET_TYPE_ASSUMPTION,1,0,NO_RECORD_IN_SELECTED_SOURCES,UTRAFFIC-HCM-V6,1753,DERIVED
